ID number,Surname,Faculty,Origin,Discussion viewed,Course module viewed,Quiz attempt submitted,Quiz attempt viewed,Quiz attempt summary viewed,Grade user report viewed,Quiz attempt started,Grade overview report viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
HSS129_315,HSS129_Masked_315,Nurse,"web, ws",4,73,12,15,11,1,12,0,0,0,6,8,0,0,7,0,8,22,21,14,18,1,2,20,1,128,50,36,86
HSS129_316,HSS129_Masked_316,Nurse,"web, ws",0,64,11,11,11,3,11,0,0,0,7,8,0,0,9,0,8,19,14,15,31,0,0,0,0,111,50,48,98
HSS129_317,HSS129_Masked_317,Agriculture,web,2,74,13,16,16,15,13,0,0,6,9,7,0,0,47,0,9,21,18,21,8,1,0,2,0,149,50,48,98
HSS129_318,HSS129_Masked_318,Agriculture,web,0,29,11,15,14,8,11,0,2,5,7,8,0,0,10,0,5,17,18,6,10,0,0,0,0,88,50,46,96
HSS129_319,HSS129_Masked_319,Computer Information Technology,"web, ws",8,84,12,15,13,11,12,0,4,12,9,19,3,4,13,0,9,19,23,23,11,4,1,1,0,155,50,46,96
HSS129_320,HSS129_Masked_320,Pharmacy,web,2,97,13,18,15,0,13,0,1,7,13,6,0,0,10,2,8,28,26,24,17,1,0,15,0,158,50,44,94
HSS129_321,HSS129_Masked_321,Nurse,web,0,58,11,15,13,1,11,0,0,0,10,8,0,0,10,0,10,17,17,14,20,0,0,3,0,109,50,50,100
HSS129_322,HSS129_Masked_322,Engineering,"web, ws",1,41,10,13,13,23,10,0,0,0,6,6,0,3,7,0,7,32,18,9,18,0,2,3,0,111,49,48,97
HSS129_323,HSS129_Masked_323,Science and Arts,web,0,44,11,12,11,3,11,0,0,0,9,9,0,0,7,0,6,15,13,22,11,0,0,0,0,92,50,38,88
HSS129_324,HSS129_Masked_324,Engineering,"web, ws",13,174,12,13,13,9,12,0,2,10,25,30,1,1,32,0,13,23,24,32,23,9,8,13,0,246,50,42,92
HSS129_325,HSS129_Masked_325,Nurse,"web, ws",3,84,12,27,12,1,12,0,0,4,8,9,3,3,9,4,8,21,21,22,10,1,4,24,0,151,50,38,88
HSS129_326,HSS129_Masked_326,Engineering,web,9,42,9,14,13,0,11,0,0,7,9,10,0,0,7,0,5,16,6,14,8,6,7,2,1,98,50,46,96
HSS129_327,HSS129_Masked_327,Medicine,web,8,137,10,14,13,7,10,0,2,10,17,15,0,0,16,2,9,24,31,36,4,23,3,7,0,199,45,50,95
HSS129_328,HSS129_Masked_328,Engineering,"web, ws",0,44,11,12,12,10,11,0,4,6,7,10,0,0,8,1,7,21,14,11,8,1,1,1,0,100,50,40,90
HSS129_329,HSS129_Masked_329,Applied Medical Sciences,web,3,35,7,7,6,0,7,0,0,0,0,1,0,0,0,4,0,16,17,16,6,3,0,2,0,65,33,48,81
HSS129_330,HSS129_Masked_330,Pharmacy,web,0,55,11,11,11,18,11,0,0,0,7,7,1,0,13,0,7,15,21,15,11,0,20,0,0,117,49,46,95
HSS129_331,HSS129_Masked_331,Science and Arts,web,2,48,9,15,14,4,9,0,0,0,7,0,0,0,8,0,9,19,14,19,21,4,0,0,0,101,50,48,98
HSS129_332,HSS129_Masked_332,Applied Medical Sciences,"web, ws",5,103,12,15,13,2,12,0,2,21,9,8,0,2,9,1,7,41,16,18,7,1,3,17,0,162,49,48,97
HSS129_333,HSS129_Masked_333,Pharmacy,web,0,50,10,10,10,0,10,0,0,0,7,7,0,0,0,0,7,16,16,16,21,0,0,0,0,90,50,46,96
HSS129_334,HSS129_Masked_334,Applied Medical Sciences,"web, ws",2,79,12,14,14,2,12,0,0,7,8,7,0,1,8,0,11,35,17,19,10,2,0,9,1,135,50,44,94
HSS129_335,HSS129_Masked_335,Nurse,"web, ws",3,67,11,14,13,4,11,0,0,0,11,11,0,1,14,0,6,37,18,13,8,0,0,4,0,123,50,50,100
HSS129_336,HSS129_Masked_336,Pharmacy,web,6,28,9,10,9,1,9,0,0,0,6,7,0,0,0,0,9,13,12,9,6,1,3,6,0,72,48,46,94
HSS129_337,HSS129_Masked_337,Engineering,web,3,77,12,13,13,0,12,0,0,11,9,10,0,2,10,0,7,16,21,18,10,2,2,11,1,130,50,40,90
HSS129_338,HSS129_Masked_338,Pharmacy,web,2,74,13,16,14,4,13,0,0,6,9,7,0,0,17,0,7,29,25,18,13,1,0,3,1,136,48,46,94
HSS129_339,HSS129_Masked_339,Engineering,web,5,45,11,13,13,1,11,0,0,0,12,10,0,0,9,0,7,17,16,13,8,6,0,1,0,99,50,48,98
HSS129_340,HSS129_Masked_340,Science and Arts,"web, ws",2,56,9,11,11,4,9,0,0,5,8,1,0,1,7,0,1,14,20,18,21,2,0,4,0,102,44,48,92
HSS129_341,HSS129_Masked_341,Engineering,"web, ws",5,49,10,13,13,10,10,0,0,10,15,11,0,0,8,0,6,26,17,11,2,0,0,4,0,110,48,44,92
HSS129_342,HSS129_Masked_342,Science and Arts,web,5,75,10,10,10,0,10,0,0,0,0,7,0,0,12,0,8,13,25,22,24,4,4,1,0,120,48,46,94
HSS129_343,HSS129_Masked_343,Pharmacy,web,6,92,12,20,20,1,12,0,2,15,9,8,5,0,18,0,7,22,26,24,22,1,0,4,0,163,50,48,98
HSS129_344,HSS129_Masked_344,Veterinary Medicine,web,0,68,12,14,14,2,12,0,0,10,9,8,0,0,11,1,7,26,22,15,10,1,0,2,0,122,50,48,98
HSS129_345,HSS129_Masked_345,Computer Information Technology,web,2,56,11,12,12,19,11,7,0,7,5,5,8,0,0,6,9,23,26,12,12,1,1,15,0,130,45,36,81
HSS129_346,HSS129_Masked_346,Veterinary Medicine,"web, ws",0,47,7,11,9,0,7,0,2,0,12,0,0,0,17,0,6,14,14,0,0,0,0,16,0,81,45,44,89
HSS129_347,HSS129_Masked_347,Nurse,"web, ws",0,75,11,15,14,9,11,0,0,5,8,8,0,0,8,1,13,32,19,17,16,0,4,4,0,135,50,48,98
HSS129_348,HSS129_Masked_348,Applied Medical Sciences,"web, ws",6,61,12,19,17,4,12,0,0,0,14,7,0,0,16,0,7,16,19,21,16,1,12,2,0,131,50,48,98
HSS129_349,HSS129_Masked_349,Architecture and Design,web,4,51,10,10,10,0,10,0,0,6,6,6,0,0,6,0,2,15,19,17,12,3,1,2,0,95,42,46,88
HSS129_350,HSS129_Masked_350,Nurse,"web, ws",2,69,11,12,9,2,11,0,0,0,9,2,0,0,20,0,7,13,19,19,22,2,0,3,0,116,50,46,96
HSS129_351,HSS129_Masked_351,Veterinary Medicine,"web, ws",1,86,10,13,12,3,10,0,0,2,10,1,6,1,13,0,10,24,18,19,28,2,0,1,0,135,50,48,98
HSS129_352,HSS129_Masked_352,Computer Information Technology,"web, ws",1,77,11,14,13,9,11,0,0,0,9,9,0,3,12,1,6,14,31,24,12,2,4,9,0,136,50,40,90
HSS129_353,HSS129_Masked_353,Engineering,"web, ws",1,77,12,15,14,3,12,1,0,7,9,9,1,2,13,1,8,9,17,30,27,0,0,2,0,135,49,48,97
HSS129_354,HSS129_Masked_354,Engineering,web,2,68,9,9,9,15,9,0,0,0,0,8,0,0,11,0,0,27,26,28,12,1,0,8,0,121,44,48,92
HSS129_355,HSS129_Masked_355,Science and Arts,"web, ws",2,66,13,18,18,10,13,0,0,9,9,6,0,2,12,0,8,29,25,22,7,1,7,3,0,140,50,46,96
HSS129_356,HSS129_Masked_356,Applied Medical Sciences,"web, ws",8,144,10,14,13,40,10,0,0,2,22,6,0,0,1,1,6,51,52,30,15,1,36,16,0,239,48,46,94
HSS129_357,HSS129_Masked_357,Pharmacy,web,0,32,10,12,12,8,10,0,0,0,5,5,0,0,11,0,5,24,12,15,1,0,1,5,0,84,50,48,98
HSS129_358,HSS129_Masked_358,Pharmacy,web,4,31,11,12,10,4,11,0,0,6,2,0,0,0,19,0,6,14,13,12,6,0,4,1,0,83,45,48,93
HSS129_359,HSS129_Masked_359,Agriculture,"web, ws",5,88,13,13,12,5,13,0,0,6,7,10,0,0,17,3,7,35,19,19,21,3,1,1,0,149,50,46,96
HSS129_360,HSS129_Masked_360,Science and Arts,"web, ws",2,43,8,18,9,2,8,1,0,17,2,2,3,1,9,0,0,12,18,7,0,0,0,20,0,91,35,38,73
HSS129_361,HSS129_Masked_361,Science and Arts,web,1,71,11,11,12,1,11,0,0,2,7,8,0,0,15,0,9,18,27,19,11,1,0,1,0,118,50,48,98
HSS129_362,HSS129_Masked_362,Agriculture,"web, ws",4,95,11,11,10,0,11,0,0,2,7,6,0,0,24,0,8,23,13,17,25,1,12,4,0,142,50,44,94
HSS129_363,HSS129_Masked_363,Pharmacy,web,4,170,13,14,14,9,13,0,0,7,19,8,0,0,13,0,7,67,39,27,12,2,19,17,0,237,50,46,96
HSS129_364,HSS129_Masked_364,Nurse,web,3,45,11,14,13,2,11,0,0,0,7,11,0,0,12,0,6,14,20,15,8,1,1,4,0,99,50,48,98
HSS129_365,HSS129_Masked_365,Nurse,"web, ws",4,44,9,13,11,0,9,0,0,0,8,9,0,0,7,0,3,16,28,13,1,1,2,2,0,90,44,46,90
HSS129_366,HSS129_Masked_366,Applied Medical Sciences,"web, ws",2,62,12,17,14,10,12,0,3,7,8,12,0,0,9,0,9,22,18,18,14,1,3,4,1,129,50,50,100
HSS129_367,HSS129_Masked_367,Architecture and Design,"web, ws",4,11,4,5,4,1,4,0,0,0,1,7,0,0,0,0,0,6,0,8,6,5,0,0,0,33,27,48,75
HSS129_368,HSS129_Masked_368,Agriculture,"web, ws",2,49,12,13,13,2,12,0,0,8,7,8,0,0,9,0,7,20,16,15,7,2,4,0,0,103,50,48,98
HSS129_369,HSS129_Masked_369,Applied Medical Sciences,"web, ws",4,54,11,12,11,1,11,0,0,9,10,7,0,1,7,0,1,18,19,20,8,1,3,0,0,104,48,46,94
HSS129_370,HSS129_Masked_370,Agriculture,"web, ws",2,77,11,16,14,17,12,0,2,7,8,14,0,0,12,0,6,23,30,21,17,2,4,2,1,149,50,46,96
HSS129_371,HSS129_Masked_371,Science and Arts,web,4,53,11,12,11,0,11,0,0,3,7,7,1,0,8,0,6,17,23,15,11,1,2,0,1,102,50,48,98
HSS129_372,HSS129_Masked_372,Pharmacy,"web, ws",6,76,12,13,13,2,12,0,0,6,11,8,0,0,18,0,15,10,23,18,22,1,0,2,0,134,50,48,98
HSS129_373,HSS129_Masked_373,Pharmacy,"web, ws",0,51,11,16,16,2,11,0,0,4,11,6,0,0,8,0,7,21,24,16,8,0,1,1,0,107,50,48,98
HSS129_374,HSS129_Masked_374,Pharmacy,web,0,37,12,13,13,1,12,0,0,0,5,5,0,0,10,0,5,15,16,16,10,0,2,4,0,88,50,46,96
HSS129_375,HSS129_Masked_375,Medicine,"web, ws",2,75,9,12,11,0,9,0,0,18,8,9,0,0,0,0,7,18,8,11,6,12,0,21,0,118,47,48,95
HSS129_376,HSS129_Masked_376,Computer Information Technology,"web, ws",1,64,12,14,14,0,12,0,0,7,10,12,2,2,9,0,6,13,23,15,11,1,1,5,0,117,50,32,82
HSS129_377,HSS129_Masked_377,Engineering,web,3,142,8,11,11,20,8,0,0,0,0,1,0,0,9,2,2,36,59,46,22,4,10,11,1,203,40,46,86
HSS129_378,HSS129_Masked_378,Veterinary Medicine,"web, ws",2,86,10,13,13,3,11,0,0,0,9,7,0,0,12,0,10,31,22,24,19,0,2,0,2,138,50,48,98
HSS129_379,HSS129_Masked_379,Engineering,"web, ws",2,36,10,12,12,7,11,0,0,0,8,8,1,0,6,0,7,16,16,14,7,0,1,6,0,90,50,48,98
HSS129_380,HSS129_Masked_380,Medicine,"web, ws",12,176,11,14,13,2,11,0,4,13,22,19,8,3,11,0,1,24,27,28,11,5,9,54,0,239,50,46,96
HSS129_381,HSS129_Masked_381,Pharmacy,"web, ws",12,126,11,13,12,2,11,0,0,8,10,7,9,2,8,6,10,22,31,28,22,3,7,14,0,187,48,40,88
HSS129_382,HSS129_Masked_382,Engineering,"web, ws",4,93,11,11,11,31,11,0,3,11,9,21,1,3,18,2,13,21,26,26,11,2,2,3,0,172,50,48,98
HSS129_383,HSS129_Masked_383,Engineering,"web, ws",9,146,13,14,11,10,13,0,0,7,15,8,2,3,26,2,17,41,23,25,10,8,16,13,0,216,50,44,94
HSS129_384,HSS129_Masked_384,Pharmacy,"web, ws",2,48,7,11,11,6,10,0,0,5,7,11,1,4,15,0,7,15,8,9,6,2,0,5,0,95,49,42,91
HSS129_385,HSS129_Masked_385,Applied Medical Sciences,web,2,62,12,13,11,0,12,0,0,6,8,8,1,0,14,0,7,21,17,21,7,1,0,1,0,112,50,48,98
HSS129_386,HSS129_Masked_386,Pharmacy,web,3,37,11,17,15,2,13,0,0,6,5,7,0,0,15,1,6,12,15,17,10,1,1,2,0,98,50,40,90
HSS129_387,HSS129_Masked_387,Science and Arts,web,2,38,11,14,12,3,11,2,0,0,8,6,0,0,7,0,6,19,16,15,13,1,1,1,0,93,50,42,92
HSS129_388,HSS129_Masked_388,Pharmacy,"web, ws",0,72,9,18,17,0,11,0,0,2,1,10,0,0,18,0,11,26,20,24,13,0,2,0,0,127,47,48,95
HSS129_389,HSS129_Masked_389,Applied Medical Sciences,web,3,85,13,16,15,2,13,0,0,8,7,7,0,0,23,0,6,21,14,16,31,1,10,3,0,147,50,46,96
HSS129_390,HSS129_Masked_390,Science and Arts,web,3,54,12,18,18,7,12,0,0,5,8,8,0,0,14,0,8,16,26,17,13,1,7,1,0,124,50,46,96
HSS129_391,HSS129_Masked_391,Architecture and Design,"web, ws",5,68,11,13,11,1,11,0,0,15,19,0,2,2,7,0,7,14,20,21,13,0,0,0,0,120,46,46,92
HSS129_392,HSS129_Masked_392,Pharmacy,web,5,78,12,14,14,0,12,0,2,6,9,7,0,1,7,0,9,26,15,14,14,14,1,10,0,135,49,50,99
HSS129_393,HSS129_Masked_393,Nurse,"web, ws",2,45,11,12,12,0,11,0,0,0,7,9,0,0,15,0,8,17,9,19,8,0,0,1,0,93,50,46,96
HSS129_394,HSS129_Masked_394,Medicine,web,2,62,11,15,13,0,11,0,1,7,9,10,0,0,11,0,7,18,18,10,21,1,1,0,0,114,50,40,90
HSS129_395,HSS129_Masked_395,Nurse,"web, ws",2,45,11,13,12,3,11,0,0,0,9,8,0,0,9,0,7,18,16,15,9,2,0,4,0,97,49,48,97
HSS129_396,HSS129_Masked_396,Nurse,"web, ws",7,102,13,19,19,6,13,0,4,14,21,11,0,1,18,0,10,22,19,27,13,1,14,4,0,179,50,44,94
HSS129_397,HSS129_Masked_397,Applied Medical Sciences,web,11,63,11,11,10,1,11,0,0,0,7,11,0,0,8,0,8,27,18,20,9,0,9,0,1,118,50,48,98
HSS129_398,HSS129_Masked_398,Pharmacy,"web, ws",6,164,13,15,15,4,13,0,2,8,7,13,2,4,24,0,11,37,34,43,25,10,3,5,2,230,50,44,94
HSS129_399,HSS129_Masked_399,Veterinary Medicine,web,0,36,11,14,13,1,11,0,0,0,7,6,0,0,14,0,6,14,15,13,6,1,1,3,0,86,50,48,98
HSS129_400,HSS129_Masked_400,Pharmacy,web,2,111,12,22,14,0,12,0,0,0,8,6,0,0,19,0,9,27,19,29,14,1,14,27,0,173,50,42,92
HSS129_401,HSS129_Masked_401,Science and Arts,"web, ws",2,35,12,13,12,0,12,0,0,13,6,6,0,0,7,0,7,12,13,13,6,1,1,1,0,86,49,44,93
HSS129_402,HSS129_Masked_402,Engineering,"web, ws",8,110,12,24,11,9,12,1,3,28,14,13,0,0,8,0,7,20,19,30,5,2,7,31,0,187,50,44,94
HSS129_403,HSS129_Masked_403,Medicine,web,1,48,12,17,16,9,12,0,0,8,11,7,0,0,15,0,0,32,11,18,7,1,0,5,0,115,50,48,98
HSS129_404,HSS129_Masked_404,Applied Medical Sciences,"web, ws",0,54,11,13,13,7,11,0,0,11,7,6,0,0,8,0,6,20,20,12,8,1,10,0,0,109,50,48,98
HSS129_405,HSS129_Masked_405,Pharmacy,"web, ws",4,104,11,19,19,2,11,0,0,7,11,2,0,0,10,0,23,30,21,43,17,1,1,4,0,170,50,48,98
HSS129_406,HSS129_Masked_406,Applied Medical Sciences,ws,2,73,11,13,13,5,12,0,1,7,8,8,0,0,10,1,21,17,21,19,12,1,3,0,0,129,50,48,98
HSS129_407,HSS129_Masked_407,Pharmacy,web,7,126,13,16,14,4,13,0,0,11,19,13,2,0,22,1,10,25,26,17,8,2,20,17,0,193,50,48,98
HSS129_408,HSS129_Masked_408,Pharmacy,"web, ws",9,79,12,16,16,6,12,0,0,19,11,8,0,1,15,0,14,19,24,24,8,2,1,4,0,150,50,46,96
HSS129_409,HSS129_Masked_409,Dentistry,"web, ws",3,82,10,11,11,4,10,0,0,5,13,11,2,0,9,10,7,0,35,18,13,3,1,4,0,131,50,48,98
HSS129_410,HSS129_Masked_410,Applied Medical Sciences,"web, ws",3,86,11,13,12,4,11,0,0,9,9,15,0,1,15,0,4,29,20,22,9,1,2,4,0,140,50,50,100
HSS129_411,HSS129_Masked_411,Nurse,web,3,86,12,15,16,5,12,0,0,6,13,9,0,0,10,0,8,21,16,16,24,5,9,12,0,149,50,48,98
HSS129_412,HSS129_Masked_412,Agriculture,web,14,90,11,13,12,2,11,0,0,4,22,8,0,0,12,0,9,30,17,23,10,0,4,14,0,153,49,50,99
HSS129_413,HSS129_Masked_413,Applied Medical Sciences,"web, ws",4,156,11,16,16,7,11,1,0,5,11,11,0,0,11,0,11,37,44,31,45,3,6,7,0,222,50,48,98
HSS129_414,HSS129_Masked_414,Pharmacy,"web, ws",3,89,11,13,11,0,11,0,5,13,10,3,1,0,12,1,8,19,25,14,7,1,3,15,1,138,49,46,95
HSS129_415,HSS129_Masked_415,Architecture and Design,"web, ws",1,49,11,13,13,3,11,0,0,6,11,7,0,0,10,0,7,17,10,16,7,0,2,8,0,101,50,46,96
HSS129_416,HSS129_Masked_416,Nurse,"web, ws",6,63,12,21,19,7,12,2,3,10,9,11,0,0,12,0,8,19,25,20,14,1,7,1,2,142,50,48,98
HSS129_417,HSS129_Masked_417,Science and Arts,web,3,151,12,12,11,4,12,0,0,12,11,12,1,0,22,2,12,25,34,41,29,1,0,2,1,205,50,46,96
HSS129_418,HSS129_Masked_418,Architecture and Design,ws,0,63,10,10,10,4,10,0,0,0,0,12,0,1,12,0,13,19,21,17,10,0,1,0,1,107,50,48,98
HSS129_419,HSS129_Masked_419,Pharmacy,"web, ws",1,34,8,9,9,1,8,0,0,0,6,6,0,0,6,0,6,10,7,16,13,0,0,0,0,70,49,48,97
HSS129_420,HSS129_Masked_420,Pharmacy,web,7,129,11,13,13,12,11,0,8,8,23,10,0,0,27,0,11,18,21,26,9,5,14,16,0,196,50,48,98
HSS129_421,HSS129_Masked_421,Applied Medical Sciences,"web, ws",2,61,11,12,11,0,11,0,0,8,9,8,0,1,18,0,0,16,19,10,15,0,4,0,0,108,50,36,86
HSS129_422,HSS129_Masked_422,Engineering,web,3,101,11,13,11,1,11,0,0,9,19,9,0,0,17,0,6,24,30,24,10,1,2,0,0,151,49,44,93
HSS129_423,HSS129_Masked_423,Applied Medical Sciences,web,1,43,11,11,11,0,11,0,0,0,6,6,0,4,11,0,6,17,12,17,7,1,1,0,0,88,50,46,96
HSS129_424,HSS129_Masked_424,Nurse,"web, ws",0,62,11,17,16,10,12,0,0,5,13,9,0,0,8,0,9,17,19,19,25,0,3,1,0,128,50,46,96
HSS129_425,HSS129_Masked_425,Applied Medical Sciences,"web, ws",0,53,11,12,12,12,11,0,0,6,8,3,0,0,12,0,9,22,24,13,9,0,0,5,0,111,50,48,98
HSS129_426,HSS129_Masked_426,Applied Medical Sciences,"web, ws",2,9,1,32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,1,46,0,50,50
HSS129_427,HSS129_Masked_427,Agriculture,"web, ws",3,47,11,11,11,2,11,0,0,0,9,7,0,2,8,0,9,15,18,17,8,0,2,1,0,96,50,44,94
HSS129_428,HSS129_Masked_428,Pharmacy,"web, ws",2,49,8,9,9,0,8,0,0,0,12,9,0,0,0,0,7,16,23,8,8,1,0,1,0,85,49,40,89
HSS129_429,HSS129_Masked_429,Applied Medical Sciences,web,6,135,12,19,18,14,12,0,2,6,17,22,0,9,14,2,9,37,34,20,15,5,13,11,0,216,49,42,91
HSS129_430,HSS129_Masked_430,Applied Medical Sciences,web,1,30,11,16,16,6,11,0,0,0,8,0,0,1,18,1,7,15,13,20,7,1,0,0,0,91,50,50,100
HSS129_431,HSS129_Masked_431,Engineering,web,5,151,12,16,12,3,12,0,0,14,12,11,0,4,15,2,11,34,30,42,18,4,9,4,1,211,49,44,93
HSS129_432,HSS129_Masked_432,Pharmacy,web,1,52,10,10,10,11,10,0,0,2,14,11,0,0,8,0,8,18,17,9,8,5,1,3,0,104,50,50,100
HSS129_433,HSS129_Masked_433,Pharmacy,"web, ws",3,144,12,14,14,4,12,0,7,10,18,15,3,12,8,0,8,19,35,30,15,5,16,2,0,203,49,50,99
HSS129_434,HSS129_Masked_434,Agriculture,ws,1,54,10,13,15,1,12,0,0,10,8,10,0,0,8,0,7,16,17,18,11,1,0,0,0,106,50,40,90
HSS129_435,HSS129_Masked_435,Engineering,"web, ws",3,137,11,12,12,33,11,0,0,11,14,12,1,0,12,1,4,37,32,41,16,1,1,36,0,219,46,36,82
HSS129_436,HSS129_Masked_436,Veterinary Medicine,"web, ws",0,33,11,23,15,5,11,0,0,7,0,6,0,0,15,1,8,23,13,16,7,0,1,1,0,98,50,48,98
HSS129_437,HSS129_Masked_437,Engineering,"web, ws",9,71,12,14,14,6,12,0,0,10,7,6,0,0,12,0,8,31,16,27,11,5,4,1,0,138,50,48,98
HSS129_438,HSS129_Masked_438,Engineering,"web, ws",6,130,12,13,9,33,12,2,6,29,15,14,19,7,13,1,12,22,26,26,15,3,5,4,0,217,47,44,91
HSS129_439,HSS129_Masked_439,Pharmacy,"web, ws",1,61,11,14,11,9,11,0,0,0,17,6,0,0,9,0,11,16,17,14,19,1,8,0,0,118,50,48,98
HSS129_440,HSS129_Masked_440,Pharmacy,"web, ws",12,107,12,16,16,4,12,0,5,11,15,12,3,3,11,0,9,23,30,23,25,1,0,7,1,179,50,48,98
HSS129_441,HSS129_Masked_441,Computer Information Technology,"web, ws",4,71,9,18,11,24,10,3,0,7,7,8,0,0,17,0,12,36,17,18,13,4,0,11,0,150,47,46,93
HSS129_442,HSS129_Masked_442,Agriculture,web,6,135,10,14,13,4,10,0,0,8,4,9,6,2,14,2,7,38,29,20,20,4,7,22,0,192,42,48,90
HSS129_443,HSS129_Masked_443,Pharmacy,web,10,155,13,15,14,1,13,0,0,13,21,9,0,6,20,17,8,39,26,26,25,4,3,4,0,221,50,50,100
HSS129_444,HSS129_Masked_444,Nurse,"web, ws",3,49,11,13,12,3,11,1,1,0,7,10,0,0,7,0,9,14,19,20,13,2,0,0,1,103,50,48,98
HSS129_445,HSS129_Masked_445,Pharmacy,web,0,27,11,12,11,5,11,0,0,0,8,6,0,0,9,0,6,12,12,12,11,0,1,0,0,77,50,48,98
HSS129_446,HSS129_Masked_446,Pharmacy,web,3,59,9,9,8,6,9,0,0,0,7,7,0,0,8,0,8,14,8,37,7,1,4,2,0,103,48,48,96
HSS129_447,HSS129_Masked_447,Pharmacy,"web, ws",0,60,5,6,5,0,5,0,0,9,0,2,0,0,7,4,0,0,25,18,1,0,5,10,0,81,21,14,35
HSS129_448,HSS129_Masked_448,Pharmacy,"web, ws",3,111,13,17,13,19,13,1,0,11,11,11,0,1,32,0,17,21,29,26,23,1,6,1,0,190,50,44,94
HSS129_449,HSS129_Masked_449,Architecture and Design,"web, ws",9,149,12,13,12,4,12,0,1,10,21,10,0,0,16,1,7,48,32,28,12,7,6,11,1,211,50,48,98
HSS129_450,HSS129_Masked_450,Pharmacy,web,0,51,13,19,18,1,13,0,0,6,9,10,0,0,17,0,8,21,14,18,11,0,1,0,0,115,50,46,96
HSS129_451,HSS129_Masked_451,Agriculture,"web, ws",2,54,11,11,11,2,11,0,0,0,8,10,0,0,10,0,8,19,21,16,8,1,0,1,0,102,50,46,96
HSS129_452,HSS129_Masked_452,Veterinary Medicine,web,3,52,9,9,9,14,9,0,0,2,12,1,0,2,10,0,7,13,15,16,12,0,2,14,1,107,50,50,100
HSS129_453,HSS129_Masked_453,Agriculture,web,2,84,10,13,12,1,10,0,0,0,1,9,1,0,13,0,8,19,35,24,13,2,3,3,1,132,48,34,82
HSS129_454,HSS129_Masked_454,Veterinary Medicine,"web, ws",2,56,9,11,9,3,9,0,2,0,13,0,0,0,9,11,7,11,13,18,12,2,0,1,0,99,49,48,97
HSS129_455,HSS129_Masked_455,Pharmacy,"web, ws",10,145,13,14,11,2,13,0,0,13,16,10,0,1,20,0,7,53,28,21,18,1,3,16,1,208,49,48,97
HSS129_456,HSS129_Masked_456,Science and Arts,"web, ws",3,68,13,14,13,9,13,0,0,6,9,8,0,3,19,0,9,17,19,23,14,3,0,3,0,133,50,46,96
HSS129_457,HSS129_Masked_457,Veterinary Medicine,web,1,67,12,12,12,15,12,0,0,9,9,8,0,0,9,0,11,27,22,14,14,0,6,2,0,131,49,48,97
HSS129_458,HSS129_Masked_458,Nurse,"web, ws",2,56,10,15,13,2,11,0,0,9,12,13,0,2,8,0,8,10,20,16,6,1,3,1,0,109,50,48,98
HSS129_459,HSS129_Masked_459,Architecture and Design,"web, ws",0,65,11,11,11,4,11,0,0,7,7,7,1,0,22,0,6,17,14,13,16,1,1,1,0,113,50,48,98
HSS129_460,HSS129_Masked_460,Agriculture,"web, ws",2,94,11,17,13,6,11,0,0,1,10,10,0,0,10,0,18,28,21,20,18,1,9,8,0,154,50,46,96
HSS129_461,HSS129_Masked_461,Pharmacy,web,13,109,11,23,14,1,12,0,0,7,12,11,0,0,14,0,9,33,28,30,32,1,2,4,0,183,50,46,96
HSS129_462,HSS129_Masked_462,Agriculture,"web, ws",1,59,10,11,11,1,10,0,4,0,8,0,0,0,11,0,8,23,20,15,9,2,0,3,0,103,50,48,98
HSS129_463,HSS129_Masked_463,Applied Medical Sciences,"web, ws",3,80,12,14,14,1,12,0,0,9,8,11,5,2,11,0,6,21,16,21,9,1,14,2,0,136,50,48,98
HSS129_464,HSS129_Masked_464,Pharmacy,"web, ws",1,71,13,15,15,9,13,0,0,6,15,8,0,1,16,1,9,18,13,21,9,1,2,17,0,137,50,48,98
HSS129_465,HSS129_Masked_465,Pharmacy,"web, ws",0,57,6,6,6,0,6,0,0,0,6,9,0,0,8,0,0,3,8,14,30,0,2,1,0,81,42,46,88
HSS129_466,HSS129_Masked_466,Science and Arts,"web, ws",11,116,12,24,18,1,13,0,1,8,9,12,0,0,8,4,9,28,50,27,10,6,1,22,0,195,49,20,69
HSS129_467,HSS129_Masked_467,Nurse,web,3,66,13,16,16,2,13,0,0,6,7,8,0,0,22,0,10,22,23,16,11,1,1,2,0,129,49,44,93
HSS129_468,HSS129_Masked_468,Nurse,web,2,80,12,12,13,7,12,0,3,6,14,7,0,0,17,0,9,20,17,20,21,0,0,3,1,138,50,46,96
HSS129_469,HSS129_Masked_469,Agriculture,"web, ws",0,73,12,12,12,8,12,0,0,8,10,9,0,0,13,0,8,23,17,17,23,1,0,0,0,129,50,44,94
HSS129_470,HSS129_Masked_470,Pharmacy,"web, ws",2,69,12,12,12,2,12,0,1,6,10,8,0,1,10,0,8,15,14,16,21,1,1,9,0,121,50,38,88
HSS129_471,HSS129_Masked_471,Pharmacy,web,3,52,12,12,12,4,12,0,5,7,8,7,0,0,7,0,6,14,17,20,9,2,0,4,1,107,49,48,97
HSS129_472,HSS129_Masked_472,Applied Medical Sciences,web,4,79,7,57,11,0,7,0,0,2,25,26,0,0,7,0,13,10,0,0,9,0,20,53,0,165,29,44,73
